,empty-1/base,,,,,,empty-1/max-1000-step-1000-size-50-deg-10,,,,,,empty-1/max-1500-step-1500-size-50-deg-10,,,,,,empty-1/max-500-step-500-size-50-deg-10,,,,,,empty-1/max-1000-step-1000-size-50-deg-10-lbd-3,,,,,,empty-1/max-1000-step-1000-size-50-deg-10-lbd-5,,,,,,min,,,,,,median,,,,,,max,,,,,
,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-16.lp,0.41,0.322,106,0,22,0,0.5,0.391,106,0,22,0,0.45,0.339,106,0,23,0,0.46,0.361,106,0,23,0,0.43,0.345,106,0,23,0,0.46,0.356,106,0,22,0,0.41,0.322,106,0,22,0,0.455,0.3505,106,0,22.5,0,0.5,0.391,106,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-17.lp,0.44,0.36,111,0,23,0,0.53,0.42,111,0,23,0,0.46,0.353,111,0,22,0,0.47,0.356,111,0,22,0,0.56,0.442,111,0,23,0,0.47,0.375,111,0,23,0,0.44,0.353,111,0,22,0,0.47,0.3675,111,0,23,0,0.56,0.442,111,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-18.lp,0.49,0.407,116,0,22,0,0.5,0.395,116,0,22,0,0.46,0.351,116,0,23,0,0.49,0.385,116,0,22,0,0.49,0.378,116,0,22,0,0.45,0.354,116,0,23,0,0.45,0.351,116,0,22,0,0.49,0.3815,116,0,22,0,0.5,0.407,116,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-19.lp,0.44,0.346,121,0,23,0,0.54,0.402,121,0,23,0,0.47,0.364,121,0,22,0,0.52,0.417,121,0,23,0,0.44,0.334,121,0,23,0,0.53,0.433,121,0,23,0,0.44,0.334,121,0,22,0,0.495,0.383,121,0,23,0,0.54,0.433,121,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-2.lp,0.38,0.286,43,0,22,0,0.44,0.328,43,0,22,0,0.45,0.342,43,0,22,0,0.41,0.318,43,0,21,0,0.4,0.316,43,0,21,0,0.41,0.318,43,0,21,0,0.38,0.286,43,0,21,0,0.41,0.318,43,0,21.5,0,0.45,0.342,43,0,22,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-20.lp,0.49,0.378,125,0,22,0,0.54,0.426,125,0,23,0,0.47,0.37,125,0,23,0,0.42,0.337,125,0,22,0,0.46,0.351,125,0,22,0,0.54,0.42,125,0,23,0,0.42,0.337,125,0,22,0,0.48,0.374,125,0,22.5,0,0.54,0.426,125,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-21.lp,0.45,0.355,131,0,23,0,0.59,0.472,131,0,22,0,0.41,0.323,131,0,22,0,0.46,0.349,131,0,23,0,0.55,0.435,131,0,23,0,0.43,0.336,131,0,22,0,0.41,0.323,131,0,22,0,0.455,0.352,131,0,22.5,0,0.59,0.472,131,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-22.lp,0.45,0.366,137,0,23,0,0.46,0.356,137,0,22,0,0.54,0.426,137,0,23,0,0.44,0.333,137,0,23,0,0.47,0.361,137,0,22,0,0.49,0.384,137,0,23,0,0.44,0.333,137,0,22,0,0.465,0.3635,137,0,23,0,0.54,0.426,137,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-23.lp,0.48,0.368,141,0,22,0,0.46,0.36,141,0,22,0,0.52,0.425,141,0,22,0,0.44,0.342,141,0,23,0,0.55,0.443,141,0,23,0,0.45,0.349,141,0,23,0,0.44,0.342,141,0,22,0,0.47,0.364,141,0,22.5,0,0.55,0.443,141,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-24.lp,0.47,0.38,149,0,22,0,0.56,0.443,149,0,23,0,0.44,0.334,149,0,23,0,0.44,0.336,149,0,23,0,0.48,0.384,149,0,23,0,0.56,0.45,149,0,23,0,0.44,0.334,149,0,22,0,0.475,0.382,149,0,23,0,0.56,0.45,149,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-25.lp,0.53,0.416,154,0,23,0,0.46,0.354,154,0,22,0,0.52,0.424,154,0,23,0,0.52,0.423,154,0,22,0,0.46,0.364,154,0,23,0,0.49,0.397,154,0,22,0,0.46,0.354,154,0,22,0,0.505,0.4065,154,0,22.5,0,0.53,0.424,154,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-26.lp,0.45,0.348,159,0,23,0,0.5,0.385,159,0,22,0,0.56,0.446,159,0,23,0,0.52,0.419,159,0,22,0,0.48,0.363,159,0,23,0,0.44,0.35,159,0,23,0,0.44,0.348,159,0,22,0,0.49,0.374,159,0,23,0,0.56,0.446,159,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-27.lp,0.43,0.344,162,0,24,0,0.58,0.474,162,0,22,0,0.47,0.36,162,0,23,0,0.47,0.363,162,0,22,0,0.49,0.379,162,0,22,0,0.45,0.362,162,0,23,0,0.43,0.344,162,0,22,0,0.47,0.3625,162,0,22.5,0,0.58,0.474,162,0,24,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-28.lp,0.47,0.385,169,0,23,0,0.53,0.435,169,0,24,0,0.47,0.358,169,0,23,0,0.43,0.34,169,0,23,0,0.54,0.438,169,0,24,0,0.46,0.366,169,0,23,0,0.43,0.34,169,0,23,0,0.47,0.3755,169,0,23,0,0.54,0.438,169,0,24,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-29.lp,0.43,0.344,174,0,23,0,0.55,0.435,174,0,23,0,0.48,0.377,174,0,23,0,0.52,0.396,174,0,23,0,0.45,0.356,174,0,23,0,0.48,0.38,174,0,23,0,0.43,0.344,174,0,23,0,0.48,0.3785,174,0,23,0,0.55,0.435,174,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-3.lp,0.39,0.296,40,0,22,0,0.49,0.371,40,0,22,0,0.47,0.374,40,0,22,0,0.43,0.324,40,0,22,0,0.44,0.329,40,0,22,0,0.46,0.349,40,0,22,0,0.39,0.296,40,0,22,0,0.45,0.339,40,0,22,0,0.49,0.374,40,0,22,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-30.lp,0.5,0.405,179,0,22,0,0.45,0.36,179,0,23,0,0.49,0.377,179,0,23,0,0.53,0.436,179,0,23,0,0.5,0.396,179,0,23,0,0.52,0.421,179,0,23,0,0.45,0.36,179,0,22,0,0.5,0.4005,179,0,23,0,0.53,0.436,179,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-4.lp,0.49,0.399,44,0,22,0,0.47,0.358,44,0,22,0,0.5,0.397,44,0,22,0,0.48,0.359,44,0,22,0,0.41,0.315,44,0,21,0,0.41,0.313,44,0,21,0,0.41,0.313,44,0,21,0,0.475,0.3585,44,0,22,0,0.5,0.399,44,0,22,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-5.lp,0.5,0.408,51,0,22,0,0.48,0.374,51,0,22,0,0.45,0.339,51,0,22,0,0.42,0.338,51,0,21,0,0.46,0.364,51,0,22,0,0.51,0.389,51,0,22,0,0.42,0.338,51,0,21,0,0.47,0.369,51,0,22,0,0.51,0.408,51,0,22,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-6.lp,0.4,0.317,53,0,21,0,0.5,0.396,53,0,22,0,0.43,0.33,53,0,23,0,0.42,0.334,53,0,21,0,0.44,0.329,53,0,23,0,0.44,0.346,53,0,22,0,0.4,0.317,53,0,21,0,0.435,0.332,53,0,22,0,0.5,0.396,53,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-7.lp,0.41,0.317,64,0,21,0,0.53,0.417,64,0,22,0,0.5,0.384,64,0,22,0,0.48,0.379,64,0,22,0,0.49,0.375,64,0,22,0,0.53,0.336,64,0,23,0,0.41,0.317,64,0,21,0,0.495,0.377,64,0,22,0,0.53,0.417,64,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-8.lp,0.44,0.327,69,0,22,0,0.55,0.431,69,0,22,0,0.45,0.351,69,0,22,0,0.46,0.342,69,0,22,0,0.54,0.401,69,0,23,0,0.48,0.366,69,0,22,0,0.44,0.327,69,0,22,0,0.47,0.3585,69,0,22,0,0.55,0.431,69,0,23,0
pddl-instances/ipc-1998/domains/movie-round-1-strips/instance-9.lp,0.45,0.373,72,0,22,0,0.56,0.46,72,0,22,0,0.46,0.353,72,0,22,0,0.53,0.413,72,0,23,0,0.53,0.418,72,0,23,0,0.46,0.353,72,0,22,0,0.45,0.353,72,0,22,0,0.495,0.393,72,0,22,0,0.56,0.46,72,0,23,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-1.lp,21.93,21.355,54,5,484,0,22.15,21.674,54,5,481,0,22.19,21.696,54,5,481,0,22.22,21.616,54,5,482,0,21.88,21.402,54,5,483,0,22.45,22.05,54,5,483,0,21.88,21.355,54,5,481,0,22.17,21.645,54,5,482.5,0,22.45,22.05,54,5,484,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-10.lp,900,900,0,0,8078,0,900,900,0,0,8077,0,900,900,0,0,8076,0,900,900,0,0,8075,0,900,900,0,0,8075,0,900,900,0,0,8076,0,900,900,0,0,8075,0,900,900,0,0,8076,0,900,900,0,0,8078,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-11.lp,27.73,26.893,2139,752,596,0,27.29,26.572,1169,301,597,6,26.94,26.217,1169,301,601,6,27.73,26.879,1169,301,602,6,27.15,26.482,790,184,600,4,26.94,26.23,790,184,599,5,26.94,26.217,790,184,596,0,27.22,26.527,1169,301,599.5,5.5,27.73,26.893,2139,752,602,6
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-12.lp,73.72,72.514,58,4,1575,0,74.42,72.898,58,4,1575,0,74.12,72.729,58,4,1577,0,74.13,72.621,58,4,1574,0,73.63,72.222,58,4,1575,0,73.72,72.499,58,4,1576,0,73.63,72.222,58,4,1574,0,73.92,72.5675,58,4,1575,0,74.42,72.898,58,4,1577,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-13.lp,900,900,0,0,8017,0,900,900,0,0,8078,0,900,900,0,0,8077,0,900,900,0,0,8076,0,900,900,0,0,8077,0,900,900,0,0,8032,0,900,900,0,0,8017,0,900,900,0,0,8076.5,0,900,900,0,0,8078,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-14.lp,900,900,0,0,8053,0,900,900,0,0,8100,0,900,900,0,0,8103,0,900,900,0,0,8103,0,900,900,0,0,8103,0,900,900,0,0,8102,0,900,900,0,0,8053,0,900,900,0,0,8102.5,0,900,900,0,0,8103,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-15.lp,900,900,0,0,8062,0,900,900,0,0,8065,0,900,900,0,0,8011,0,900,900,0,0,8066,0,900,900,0,0,8015,0,900,900,0,0,8062,0,900,900,0,0,8011,0,900,900,0,0,8062,0,900,900,0,0,8066,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-16.lp,277.42,272.727,903,247,5504,0,274.36,269.465,903,247,5509,0,269.24,264.761,903,247,5503,0,270.21,265.991,903,247,5506,0,273.24,269.152,903,247,5536,0,264.26,259.74,903,247,5504,0,264.26,259.74,903,247,5503,0,271.725,267.5715,903,247,5505,0,277.42,272.727,903,247,5536,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-17.lp,900,900,0,0,8000,0,900,900,0,0,8000,0,900,900,0,0,8005,0,900,900,0,0,8003,0,900,900,0,0,8005,0,900,900,0,0,8000,0,900,900,0,0,8000,0,900,900,0,0,8001.5,0,900,900,0,0,8005,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-18.lp,900,900,0,0,8023,0,900,900,0,0,8022,0,900,900,0,0,8021,0,900,900,0,0,8004,0,900,900,0,0,8020,0,900,900,0,0,8022,0,900,900,0,0,8004,0,900,900,0,0,8021.5,0,900,900,0,0,8023,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-19.lp,900,900,0,0,8004,0,900,900,0,0,8000,0,900,900,0,0,8002,0,900,900,0,0,8002,0,900,900,0,0,8004,0,900,900,0,0,8004,0,900,900,0,0,8000,0,900,900,0,0,8003,0,900,900,0,0,8004,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-2.lp,134.09,131.791,352,61,2711,0,134.82,132.524,352,61,2710,0,134.34,132.089,352,61,2711,0,132.97,130.66,352,61,2708,0,131,128.702,352,61,2712,0,135.63,133.438,352,61,2730,0,131,128.702,352,61,2708,0,134.215,131.94,352,61,2711,0,135.63,133.438,352,61,2730,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-20.lp,900,900,0,0,8059,0,900,900,0,0,8059,0,900,900,0,0,8005,0,900,900,0,0,8059,0,900,900,0,0,8060,0,900,900,0,0,8061,0,900,900,0,0,8005,0,900,900,0,0,8059,0,900,900,0,0,8061,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-3.lp,59.37,58.211,419,131,1224,0,59.63,58.568,419,131,1229,0,59.52,58.431,419,131,1227,0,59.42,58.387,419,131,1227,0,58.89,57.852,419,131,1227,0,60.48,58.801,419,131,1226,0,58.89,57.852,419,131,1224,0,59.47,58.409,419,131,1227,0,60.48,58.801,419,131,1229,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-4.lp,18.76,18.255,1287,540,425,0,19.22,18.695,1287,540,425,0,18.49,18.002,1287,540,428,0,18.87,18.33,1287,540,425,0,18.69,18.191,1287,540,427,0,18.81,18.186,1287,540,426,0,18.49,18.002,1287,540,425,0,18.785,18.223,1287,540,425.5,0,19.22,18.695,1287,540,428,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-5.lp,101.49,99.479,4464,1444,1985,0,101.88,99.158,4464,1444,1990,0,101.33,99.017,4464,1444,1987,0,101.56,99.349,4464,1444,1989,0,101.65,99.315,4464,1444,1988,0,101.05,98.587,4464,1444,1987,0,101.05,98.587,4464,1444,1985,0,101.525,99.2365,4464,1444,1987.5,0,101.88,99.479,4464,1444,1990,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-6.lp,900,900,0,0,8038,0,900,900,0,0,8096,0,900,900,0,0,8021,0,900,900,0,0,8096,0,900,900,0,0,8048,0,900,900,0,0,8085,0,900,900,0,0,8021,0,900,900,0,0,8066.5,0,900,900,0,0,8096,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-7.lp,21.77,21.32,108,14,464,0,22.08,21.608,108,14,465,0,21.59,21.089,108,14,465,0,21.7,21.216,108,14,463,0,22.13,21.621,108,14,463,0,21.56,21.076,108,14,468,0,21.56,21.076,108,14,463,0,21.735,21.268,108,14,464.5,0,22.13,21.621,108,14,468,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-8.lp,900,900,0,0,8193,0,900,900,0,0,8065,0,900,900,0,0,8075,0,900,900,0,0,8044,0,900,900,0,0,8169,0,900,900,0,0,8005,0,900,900,0,0,8005,0,900,900,0,0,8070,0,900,900,0,0,8193,0
pddl-instances/ipc-1998/domains/mystery-prime-round-1-strips/instance-9.lp,67.39,66.044,594,152,1356,0,65.92,64.853,594,152,1357,0,63.58,62.466,594,152,1356,0,64.82,63.588,594,152,1380,0,65.31,64.133,594,152,1357,0,67.38,66.135,594,152,1356,0,63.58,62.466,594,152,1356,0,65.615,64.493,594,152,1356.5,0,67.39,66.135,594,152,1380,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-1.lp,1.28,1.173,7,2,36,0,1.09,0.985,7,2,35,0,1.07,0.965,7,2,36,0,1.02,0.931,7,2,35,0,1.19,1.092,7,2,35,0,1.24,1.136,7,2,37,0,1.02,0.931,7,2,35,0,1.14,1.0385,7,2,35.5,0,1.28,1.173,7,2,37,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-10.lp,900,900,0,0,8055,0,900,900,0,0,8054,0,900,900,0,0,8054,0,900,900,0,0,8057,0,900,900,0,0,8057,0,900,900,0,0,8055,0,900,900,0,0,8054,0,900,900,0,0,8055,0,900,900,0,0,8057,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-11.lp,3.2,3.038,62,35,81,0,3.37,3.206,62,35,85,7,3.18,3.009,62,35,83,7,3.34,3.188,62,35,80,7,3.23,3.071,62,35,81,5,3.45,3.16,62,35,80,7,3.18,3.009,62,35,80,0,3.285,3.1155,62,35,81,7,3.45,3.206,62,35,85,7
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-12.lp,900,900,3128544,1138427,284,0,900,900,2171884,1037990,271,0,900,900,2195925,1033810,304,0,900,900,2339083,1094627,254,0,900,900,1867063,913623,288,0,900,900,5117828,1094213,288,0,900,900,1867063,913623,254,0,900,900,2267504,1066101.5,286,0,900,900,5117828,1138427,304,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-13.lp,900,900,0,0,8148,0,900,900,0,0,8001,0,900,900,0,0,8056,0,900,900,0,0,8078,0,900,900,0,0,8208,0,900,900,0,0,8114,0,900,900,0,0,8001,0,900,900,0,0,8096,0,900,900,0,0,8208,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-14.lp,900,900,0,0,8077,0,900,900,0,0,8071,0,900,900,0,0,8077,0,900,900,0,0,8076,0,900,900,0,0,8031,0,900,900,0,0,8077,0,900,900,0,0,8031,0,900,900,0,0,8076.5,0,900,900,0,0,8077,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-15.lp,900,900,0,0,8015,0,900,900,0,0,8071,0,900,900,0,0,8037,0,900,900,0,0,8109,0,900,900,0,0,8183,0,900,900,0,0,8045,0,900,900,0,0,8015,0,900,900,0,0,8058,0,900,900,0,0,8183,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-16.lp,900,900,112091,40629,4606,0,900,900,331890,4247,5978,0,900,900,331899,4254,6059,0,900,900,2549967,20958,5649,0,900,900,89815,5625,6297,0,900,900,2488,2133,6169,0,900,900,2488,2133,4606,0,900,900,221990.5,4939.5,6018.5,0,900,900,2549967,40629,6297,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-17.lp,900,900,0,0,8067,0,900,900,0,0,8010,0,900,900,0,0,8122,0,900,900,0,0,8163,0,900,900,0,0,8184,0,900,900,0,0,8016,0,900,900,0,0,8010,0,900,900,0,0,8094.5,0,900,900,0,0,8184,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-18.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-19.lp,330.77,323.569,816,276,6500,0,332.58,324.186,1614,591,6499,17,332.05,324.039,1614,591,6502,17,341.48,333.843,1614,591,6500,17,332.05,324.632,2375,1097,6501,11,333.39,325.351,1614,591,6499,14,330.77,323.569,816,276,6499,0,332.315,324.409,1614,591,6500,15.5,341.48,333.843,2375,1097,6502,17
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-2.lp,123.18,121.164,611,194,2418,0,120.12,117.974,611,194,2420,0,121.51,119.441,611,194,2420,0,120.96,118.908,611,194,2416,0,125.12,123.028,611,194,2415,0,121.33,119.012,611,194,2419,0,120.12,117.974,611,194,2415,0,121.42,119.2265,611,194,2418.5,0,125.12,123.028,611,194,2420,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-3.lp,28.15,27.553,52,6,574,0,29.13,28.528,52,6,572,0,28.32,27.779,52,6,584,0,27.47,26.978,52,6,585,0,27.68,27.155,52,6,587,0,28.39,27.856,52,6,585,0,27.47,26.978,52,6,572,0,28.235,27.666,52,6,584.5,0,29.13,28.528,52,6,587,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-4.lp,900,900,1970720,283587,792,0,900,900,4734,4213,2162,0,900,900,4733,4210,2157,0,900,900,4740,4231,2172,0,900,900,7535,4879,2133,0,900,900,22621,5181,2103,0,900,900,4733,4210,792,0,900,900,6137.5,4555,2145,0,900,900,1970720,283587,2172,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-5.lp,900,900,608392,185901,2181,0,900,900,336508,161234,2268,0,900,900,375166,144606,2356,0,900,900,355041,169097,2233,0,900,900,326971,150372,2327,0,900,900,326887,160895,2304,0,900,900,326887,144606,2181,0,900,900,345774.5,161064.5,2286,0,900,900,608392,185901,2356,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-6.lp,900,900,0,0,8003,0,900,900,0,0,8000,0,900,900,0,0,8004,0,900,900,0,0,8001,0,900,900,0,0,8000,0,900,900,0,0,8010,0,900,900,0,0,8000,0,900,900,0,0,8002,0,900,900,0,0,8010,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-7.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-8.lp,900,900,1113448,657872,2277,0,900,900,1089518,677366,2290,0,900,900,1069532,662249,2301,0,900,900,1049971,632255,2267,0,900,900,1010390,636396,2273,0,900,900,1067176,648104,2281,0,900,900,1010390,632255,2267,0,900,900,1068354,652988,2279,0,900,900,1113448,677366,2301,0
pddl-instances/ipc-1998/domains/mystery-round-1-strips/instance-9.lp,58.04,57.047,264,65,1145,0,56.45,55.534,264,65,1124,0,55.85,54.784,264,65,1126,0,54.33,53.296,264,65,1124,0,54.28,53.19,264,65,1124,0,54.52,53.451,264,65,1122,0,54.28,53.19,264,65,1122,0,55.185,54.1175,264,65,1124,0,58.04,57.047,264,65,1145,0
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-1.lp,0.62,0.485,30,9,23,0,0.63,0.482,30,9,23,0,0.68,0.543,30,9,23,0,0.74,0.606,30,9,24,0,0.69,0.555,30,9,23,0,0.59,0.469,30,9,23,0,0.59,0.469,30,9,23,0,0.655,0.514,30,9,23,0,0.74,0.606,30,9,24,0
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-10.lp,1.05,0.886,133,34,33,0,1,0.846,103,33,32,3,1.08,0.926,103,33,32,3,1.03,0.862,103,33,32,3,1.13,0.914,103,33,33,3,1.19,0.927,103,33,32,3,1,0.846,103,33,32,0,1.065,0.9,103,33,32,3,1.19,0.927,133,34,33,3
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-100.lp,900,900,5528875,51781,8098,0,900,900,1983531,41365,8001,0,900,900,1756331,43092,8001,0,900,900,3173893,58418,8061,0,900,900,1257419,32864,8001,0,900,900,2404894,52920,8001,0,900,900,1257419,32864,8001,0,900,900,2194212.5,47436.5,8001,0,900,900,5528875,58418,8098,0
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-101.lp,900,900,3012322,19797,8072,0,900,900,1597006,25953,8008,0,900,900,1141951,21614,8000,0,900,900,1397155,24513,8001,0,900,900,2140491,33346,8041,0,900,900,4906690,79700,8052,0,900,900,1141951,19797,8000,0,900,900,1868748.5,25233,8024.5,0,900,900,4906690,79700,8072,0
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-102.lp,900,900,2930675,15740,8077,0,900,900,318528,3650,8057,0,900,900,318528,3650,8049,0,900,900,318528,3650,8032,0,900,900,381170,6680,8003,0,900,900,343229,4130,8077,0,900,900,318528,3650,8003,0,900,900,330878.5,3890,8053,0,900,900,2930675,15740,8077,0
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-11.lp,2.04,1.479,2471,1693,40,0,1.25,1.011,550,273,39,120,1.52,1.161,550,273,38,120,1.3,1.057,550,273,38,120,1.3,1.047,706,367,36,93,1.34,1.1,638,348,38,128,1.25,1.011,550,273,36,0,1.32,1.0785,594,310.5,38,120,2.04,1.479,2471,1693,40,128
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-12.lp,1.06,0.92,127,29,32,0,1.23,1.03,133,43,33,4,1.26,1.063,133,43,33,4,1.13,0.986,133,43,33,4,0.96,0.823,133,43,32,4,0.92,0.772,133,43,32,4,0.92,0.772,127,29,32,0,1.095,0.953,133,43,32.5,4,1.26,1.063,133,43,33,4
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-13.lp,1.39,1.209,292,81,37,0,1.27,1.108,234,42,37,9,1.29,1.114,234,42,36,9,1.27,1.103,234,42,37,9,1.57,1.292,234,42,37,8,1.39,1.105,234,42,36,8,1.27,1.103,234,42,36,0,1.34,1.111,234,42,37,8.5,1.57,1.292,292,81,37,9
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-14.lp,1.56,1.377,176,66,38,0,1.23,1.063,88,32,37,6,1.46,1.283,88,32,37,6,1.26,1.034,88,32,37,6,1.17,1.017,88,32,36,5,1.37,1.209,88,32,37,6,1.17,1.017,88,32,36,0,1.315,1.136,88,32,37,6,1.56,1.377,176,66,38,6
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-15.lp,1.23,1.058,214,80,37,0,1.1,0.95,139,52,36,11,1.2,1.036,139,52,36,11,1.22,1.054,139,52,37,11,1.15,0.992,139,52,38,10,1.15,0.983,139,52,38,11,1.1,0.95,139,52,36,0,1.175,1.014,139,52,37,11,1.23,1.058,214,80,38,11
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-16.lp,1.75,1.545,394,79,48,0,1.91,1.58,182,49,45,12,1.72,1.499,182,49,45,12,1.75,1.432,182,49,45,12,1.65,1.448,182,49,48,12,1.65,1.44,182,49,46,12,1.65,1.432,182,49,45,0,1.735,1.4735,182,49,45.5,12,1.91,1.58,394,79,48,12
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-17.lp,1.9,1.662,380,139,47,0,1.72,1.514,380,177,45,15,1.77,1.565,380,177,49,15,1.79,1.608,380,177,48,15,1.93,1.697,380,177,46,15,1.72,1.505,380,177,46,15,1.72,1.505,380,139,45,0,1.78,1.5865,380,177,46.5,15,1.93,1.697,380,177,49,15
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-18.lp,1.75,1.514,753,220,48,0,1.57,1.366,337,65,47,30,1.7,1.406,337,65,46,30,1.57,1.365,337,65,47,30,1.75,1.419,337,65,48,26,1.56,1.372,337,65,48,26,1.56,1.365,337,65,46,0,1.635,1.389,337,65,47.5,28,1.75,1.514,753,220,48,30
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-19.lp,2.34,2.053,1133,406,60,0,2.22,1.941,684,225,60,76,2.25,1.981,684,225,60,76,2.34,2.036,684,225,60,76,2.35,2.029,1085,439,60,99,2.33,2.054,684,225,61,76,2.22,1.941,684,225,60,0,2.335,2.0325,684,225,60,76,2.35,2.054,1133,439,61,99
pddl-instances/ipc-2000/domains/blocks-strips-typed/instance-2.lp,0.72,0.579,13,5,23,0,0.59,0.475,13,5,24,0,0.54,0.435,13,5,24,0,0.53,0.423,13,5,24,0,0.63,0.52,13,5,24,0,0.63,0.506,13,5,24,0,0.53,0.423,13,5,23,0,0.61,0.4905,13,5,24,0,0.72,0.579,13,5,24,0
