,empty-1/base,,,,,,empty-1/max-1000-step-1000-size-50-deg-10,,,,,,empty-1/max-1500-step-1500-size-50-deg-10,,,,,,empty-1/max-500-step-500-size-50-deg-10,,,,,,empty-1/max-1000-step-1000-size-50-deg-10-lbd-3,,,,,,empty-1/max-1000-step-1000-size-50-deg-10-lbd-5,,,,,,min,,,,,,median,,,,,,max,,,,,
,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-15.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-16.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-17.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-18.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-19.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-2.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-20.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-3.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-4.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-5.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-6.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-7.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-8.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/barman-sequential-satisficing/instance-9.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-1.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-10.lp,900,900,0,0,8005,0,900,900,0,0,8002,0,900,900,0,0,8001,0,900,900,0,0,8003,0,900,900,0,0,8004,0,900,900,0,0,8005,0,900,900,0,0,8001,0,900,900,0,0,8003.5,0,900,900,0,0,8005,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-11.lp,900,900,0,0,8021,0,900,900,0,0,8020,0,900,900,0,0,8020,0,900,900,0,0,8022,0,900,900,0,0,8020,0,900,900,0,0,8022,0,900,900,0,0,8020,0,900,900,0,0,8020.5,0,900,900,0,0,8022,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-12.lp,900,900,0,0,8025,0,900,900,0,0,8024,0,900,900,0,0,8024,0,900,900,0,0,8024,0,900,900,0,0,8024,0,900,900,0,0,8024,0,900,900,0,0,8024,0,900,900,0,0,8024,0,900,900,0,0,8025,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-13.lp,900,900,0,0,8029,0,900,900,0,0,8029,0,900,900,0,0,8013,0,900,900,0,0,8029,0,900,900,0,0,8023,0,900,900,0,0,8030,0,900,900,0,0,8013,0,900,900,0,0,8029,0,900,900,0,0,8030,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-14.lp,900,900,0,0,8031,0,900,900,0,0,8033,0,900,900,0,0,8031,0,900,900,0,0,8034,0,900,900,0,0,8033,0,900,900,0,0,8023,0,900,900,0,0,8023,0,900,900,0,0,8032,0,900,900,0,0,8034,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-15.lp,900,900,0,0,8018,0,900,900,0,0,8049,0,900,900,0,0,8050,0,900,900,0,0,8048,0,900,900,0,0,8050,0,900,900,0,0,8014,0,900,900,0,0,8014,0,900,900,0,0,8048.5,0,900,900,0,0,8050,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-16.lp,900,900,0,0,8024,0,900,900,0,0,8024,0,900,900,0,0,8024,0,900,900,0,0,8024,0,900,900,0,0,8024,0,900,900,0,0,8024,0,900,900,0,0,8024,0,900,900,0,0,8024,0,900,900,0,0,8024,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-17.lp,900,900,0,0,8047,0,900,900,0,0,8045,0,900,900,0,0,8046,0,900,900,0,0,8046,0,900,900,0,0,8046,0,900,900,0,0,8046,0,900,900,0,0,8045,0,900,900,0,0,8046,0,900,900,0,0,8047,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-18.lp,900,900,0,0,8056,0,900,900,0,0,8058,0,900,900,0,0,8038,0,900,900,0,0,8011,0,900,900,0,0,8056,0,900,900,0,0,8056,0,900,900,0,0,8011,0,900,900,0,0,8056,0,900,900,0,0,8058,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-19.lp,900,900,0,0,8060,0,900,900,0,0,8062,0,900,900,0,0,8061,0,900,900,0,0,8014,0,900,900,0,0,8059,0,900,900,0,0,8064,0,900,900,0,0,8014,0,900,900,0,0,8060.5,0,900,900,0,0,8064,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-2.lp,900,900,0,2942,3784,0,900,900,0,2827,3767,0,900,900,0,2817,3780,0,900,900,0,2724,3745,0,900,900,0,2872,3745,0,900,900,0,2857,3788,0,900,900,0,2724,3745,0,900,900,0,2842,3773.5,0,900,900,0,2942,3788,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-20.lp,900,900,0,0,8046,0,900,900,0,0,8075,0,900,900,0,0,8072,0,900,900,0,0,8074,0,900,900,0,0,8074,0,900,900,0,0,8075,0,900,900,0,0,8046,0,900,900,0,0,8074,0,900,900,0,0,8075,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-3.lp,900,900,0,485,5529,0,900,900,0,488,5528,0,900,900,0,474,5530,0,900,900,0,473,5529,0,900,900,0,556,5529,0,900,900,0,519,5528,0,900,900,0,473,5528,0,900,900,0,486.5,5529,0,900,900,0,556,5530,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-4.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-5.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-6.lp,900,900,0,0,7368,0,900,900,0,0,7366,0,900,900,0,0,7366,0,900,900,0,0,7366,0,900,900,0,0,7367,0,900,900,0,0,7366,0,900,900,0,0,7366,0,900,900,0,0,7366,0,900,900,0,0,7368,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-7.lp,900,900,0,1840,4734,0,900,900,0,1390,4595,0,900,900,0,1754,4690,0,900,900,0,1655,4711,0,900,900,0,1854,4763,0,900,900,0,1810,4769,0,900,900,0,1390,4595,0,900,900,0,1782,4722.5,0,900,900,0,1854,4769,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-8.lp,900,900,0,0,8019,0,900,900,0,0,8186,0,900,900,0,0,8041,0,900,900,0,0,8085,0,900,900,0,0,8039,0,900,900,0,0,8018,0,900,900,0,0,8018,0,900,900,0,0,8040,0,900,900,0,0,8186,0
pddl-instances/ipc-2011/domains/elevator-sequential-satisficing/instance-9.lp,900,900,0,0,8007,0,900,900,0,0,8100,0,900,900,0,0,8117,0,900,900,0,0,8178,0,900,900,0,0,8199,0,900,900,0,0,8072,0,900,900,0,0,8007,0,900,900,0,0,8108.5,0,900,900,0,0,8199,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-1.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-10.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-11.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-12.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-13.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-14.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-15.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-16.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-17.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-18.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-19.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-2.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-20.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-3.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-4.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-5.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-6.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-7.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-8.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/floor-tile-sequential-satisficing/instance-9.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-1.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-10.lp,900,900,0,0,8064,0,900,900,0,0,8063,0,900,900,0,0,8064,0,900,900,0,0,8064,0,900,900,0,0,8064,0,900,900,0,0,8035,0,900,900,0,0,8035,0,900,900,0,0,8064,0,900,900,0,0,8064,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-11.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-12.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,0,0,0,900,900,#VALUE!,#VALUE!,#VALUE!,0,900,900,0,0,0,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-13.lp,900,900,0,4287,2375,0,900,900,0,4187,2380,0,900,900,0,4285,2477,0,900,900,0,4115,2393,0,900,900,0,4177,2480,0,900,900,0,4080,2540,0,900,900,0,4080,2375,0,900,900,0,4182,2435,0,900,900,0,4287,2540,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-14.lp,900,900,0,873,5357,0,900,900,0,800,5445,0,900,900,0,813,5361,0,900,900,0,764,5502,0,900,900,0,841,5457,0,900,900,0,822,5477,0,900,900,0,764,5357,0,900,900,0,817.5,5451,0,900,900,0,873,5502,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-15.lp,900,900,0,0,7748,0,900,900,0,0,7746,0,900,900,0,0,7747,0,900,900,0,0,7749,0,900,900,0,0,7748,0,900,900,0,0,7746,0,900,900,0,0,7746,0,900,900,0,0,7747.5,0,900,900,0,0,7749,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-16.lp,900,900,0,0,8153,0,900,900,0,0,8003,0,900,900,0,0,8111,0,900,900,0,0,8140,0,900,900,0,0,8201,0,900,900,0,0,8116,0,900,900,0,0,8003,0,900,900,0,0,8128,0,900,900,0,0,8201,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-17.lp,900,900,0,0,8000,0,900,900,0,0,8002,0,900,900,0,0,8000,0,900,900,0,0,8002,0,900,900,0,0,8002,0,900,900,0,0,8004,0,900,900,0,0,8000,0,900,900,0,0,8002,0,900,900,0,0,8004,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-18.lp,900,900,0,0,7753,0,900,900,0,0,7753,0,900,900,0,0,7752,0,900,900,0,0,7753,0,900,900,0,0,7752,0,900,900,0,0,7754,0,900,900,0,0,7752,0,900,900,0,0,7753,0,900,900,0,0,7754,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-19.lp,900,900,0,0,8063,0,900,900,0,0,8058,0,900,900,0,0,8062,0,900,900,0,0,8062,0,900,900,0,0,8063,0,900,900,0,0,8056,0,900,900,0,0,8056,0,900,900,0,0,8062,0,900,900,0,0,8063,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-2.lp,900,900,,,,0,900,900,,,,0,900,900,,,,0,900,900,0,5616,1006,0,900,900,,,,0,900,900,,,,0,900,900,0,5616,1006,0,900,900,0,5616,1006,0,900,900,0,5616,1006,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-20.lp,900,900,0,0,8001,0,900,900,0,0,8052,0,900,900,0,0,8050,0,900,900,0,0,8049,0,900,900,0,0,8049,0,900,900,0,0,8049,0,900,900,0,0,8001,0,900,900,0,0,8049,0,900,900,0,0,8052,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-3.lp,900,900,0,1460,4739,0,900,900,0,1503,4740,0,900,900,0,1639,4738,0,900,900,0,1541,4739,0,900,900,0,1555,4736,0,900,900,0,1505,4738,0,900,900,0,1460,4736,0,900,900,0,1523,4738.5,0,900,900,0,1639,4740,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-4.lp,900,900,0,0,8006,0,900,900,0,0,8000,0,900,900,0,0,8001,0,900,900,0,0,8001,0,900,900,0,0,8003,0,900,900,0,0,8004,0,900,900,0,0,8000,0,900,900,0,0,8002,0,900,900,0,0,8006,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-5.lp,900,900,0,0,8066,0,900,900,0,0,8066,0,900,900,0,0,8065,0,900,900,0,0,8066,0,900,900,0,0,8065,0,900,900,0,0,8027,0,900,900,0,0,8027,0,900,900,0,0,8065.5,0,900,900,0,0,8066,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-6.lp,900,900,0,0,8062,0,900,900,0,0,8063,0,900,900,0,0,8062,0,900,900,0,0,8064,0,900,900,0,0,8064,0,900,900,0,0,8049,0,900,900,0,0,8049,0,900,900,0,0,8062.5,0,900,900,0,0,8064,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-7.lp,900,900,0,0,8065,0,900,900,0,0,8067,0,900,900,0,0,8066,0,900,900,0,0,8066,0,900,900,0,0,8014,0,900,900,0,0,8067,0,900,900,0,0,8014,0,900,900,0,0,8066,0,900,900,0,0,8067,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-8.lp,900,900,0,0,8051,0,900,900,0,0,8054,0,900,900,0,0,8053,0,900,900,0,0,8052,0,900,900,0,0,8001,0,900,900,0,0,8044,0,900,900,0,0,8001,0,900,900,0,0,8051.5,0,900,900,0,0,8054,0
pddl-instances/ipc-2011/domains/no-mystery-sequential-satisficing/instance-9.lp,900,900,0,0,8071,0,900,900,0,0,8071,0,900,900,0,0,8071,0,900,900,0,0,8069,0,900,900,0,0,8070,0,900,900,0,0,8071,0,900,900,0,0,8069,0,900,900,0,0,8071,0,900,900,0,0,8071,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-1.lp,900,900,0,55,7445,0,900,900,0,0,7438,0,900,900,0,236,7441,0,900,900,0,0,7442,0,900,900,0,230,7443,0,900,900,0,123,7444,0,900,900,0,0,7438,0,900,900,0,89,7442.5,0,900,900,0,236,7445,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-10.lp,900,900,0,0,8019,0,900,900,0,0,8021,0,900,900,0,0,8018,0,900,900,0,0,8019,0,900,900,0,0,8020,0,900,900,0,0,8020,0,900,900,0,0,8018,0,900,900,0,0,8019.5,0,900,900,0,0,8021,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-11.lp,900,900,0,0,8058,0,900,900,0,0,8056,0,900,900,0,0,8058,0,900,900,0,0,8056,0,900,900,0,0,8057,0,900,900,0,0,8000,0,900,900,0,0,8000,0,900,900,0,0,8056.5,0,900,900,0,0,8058,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-12.lp,900,900,0,0,8003,0,900,900,0,0,8005,0,900,900,0,0,8006,0,900,900,0,0,8007,0,900,900,0,0,8008,0,900,900,0,0,8005,0,900,900,0,0,8003,0,900,900,0,0,8005.5,0,900,900,0,0,8008,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-13.lp,900,900,0,0,8030,0,900,900,0,0,8070,0,900,900,0,0,8096,0,900,900,0,0,8094,0,900,900,0,0,8091,0,900,900,0,0,8037,0,900,900,0,0,8030,0,900,900,0,0,8080.5,0,900,900,0,0,8096,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-14.lp,900,900,0,0,8096,0,900,900,0,0,8065,0,900,900,0,0,8086,0,900,900,0,0,8144,0,900,900,0,0,8198,0,900,900,0,0,8101,0,900,900,0,0,8065,0,900,900,0,0,8098.5,0,900,900,0,0,8198,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-15.lp,900,900,0,0,8175,0,900,900,0,0,8171,0,900,900,0,0,8041,0,900,900,0,0,8072,0,900,900,0,0,8178,0,900,900,0,0,8176,0,900,900,0,0,8041,0,900,900,0,0,8173,0,900,900,0,0,8178,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-16.lp,900,900,0,0,8174,0,900,900,0,0,8088,0,900,900,0,0,8180,0,900,900,0,0,8075,0,900,900,0,0,8173,0,900,900,0,0,8148,0,900,900,0,0,8075,0,900,900,0,0,8160.5,0,900,900,0,0,8180,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-17.lp,900,900,0,0,8221,0,900,900,0,0,8234,0,900,900,0,0,8121,0,900,900,0,0,8235,0,900,900,0,0,8023,0,900,900,0,0,8119,0,900,900,0,0,8023,0,900,900,0,0,8171,0,900,900,0,0,8235,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-18.lp,900,900,0,0,8199,0,900,900,0,0,8002,0,900,900,0,0,8102,0,900,900,0,0,8057,0,900,900,0,0,8114,0,900,900,0,0,8077,0,900,900,0,0,8002,0,900,900,0,0,8089.5,0,900,900,0,0,8199,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-19.lp,900,900,0,0,8225,0,900,900,0,0,8238,0,900,900,0,0,8250,0,900,900,0,0,8208,0,900,900,0,0,8101,0,900,900,0,0,8033,0,900,900,0,0,8033,0,900,900,0,0,8216.5,0,900,900,0,0,8250,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-2.lp,900,900,0,0,8131,0,900,900,0,0,8092,0,900,900,0,0,8206,0,900,900,0,0,8058,0,900,900,0,0,8196,0,900,900,0,0,8026,0,900,900,0,0,8026,0,900,900,0,0,8111.5,0,900,900,0,0,8206,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-20.lp,900,900,0,0,8001,0,900,900,0,0,8004,0,900,900,0,0,8001,0,900,900,0,0,8000,0,900,900,0,0,8002,0,900,900,0,0,8004,0,900,900,0,0,8000,0,900,900,0,0,8001.5,0,900,900,0,0,8004,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-3.lp,900,900,0,0,8085,0,900,900,0,0,8142,0,900,900,0,0,8099,0,900,900,0,0,8093,0,900,900,0,0,8067,0,900,900,0,0,8105,0,900,900,0,0,8067,0,900,900,0,0,8096,0,900,900,0,0,8142,0
pddl-instances/ipc-2011/domains/openstacks-sequential-satisficing/instance-4.lp,900,900,0,0,8062,0,900,900,0,0,8061,0,900,900,0,0,8061,0,900,900,0,0,8062,0,900,900,0,0,8061,0,900,900,0,0,8060,0,900,900,0,0,8060,0,900,900,0,0,8061,0,900,900,0,0,8062,0
